V080101a,V082425,V083037a,V083037b,V083069,V083105,V083108x,V083112,V083113,V083114a,V083114b,V083115,V083115a,V083116,V083117,V083117a,V083118,V083118a,partyID,ideology,FTobama,FTmccain,servicespending,servicespending2,servicespendingFULL,DEMmuchlessspend,DEMmorespend,DEMmuchmorespend,REPmuchlessspend,REPlessspend,REPmorespend,REPmuchmorespend,DEMlessspend
250290.53,2. Republican Presidential cand is 1st (defense spending),50,50,4. Moderate; middle of the road,5,"-1. INAP, R selected for VERSION OLD",5,3. Somewhat important,6,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,50,50,5,,5,0,1,0,0,0,1,0,0
259655.58,1. Democratic Presidential cand is 1st (defense spending),60,60,-7. Haven't thought much about it,5,"-1. INAP, R selected for VERSION OLD",4,3. Somewhat important,-8. Don't know,-8. Don't know,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.5,60,60,5,,5,0,0,0,0,0,0,0,0
250528.22,2. Republican Presidential cand is 1st (defense spending),70,70,5. Slightly conservative,5,"-1. INAP, R selected for VERSION OLD",5,5. Extremely important,3,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.6666667,70,70,5,,5,0,0,0,0,0,1,0,1
208970.05,2. Republican Presidential cand is 1st (defense spending),40,85,6. Conservative,"-1. INAP, R selected for VERSION NEW",6. Somewhat fewer,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",2. Slightly important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.8333333,40,85,,2,2,,,,,,,,
41722.753,2. Republican Presidential cand is 1st (defense spending),70,40,2. Liberal,"-1. INAP, R selected for VERSION NEW",2. Somewhat more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,1. A lot,4. Very important,3. Less,3. Somewhat,1. More,1. A lot,0,0.1666667,70,40,,6,6,,,,,,,,
140755.76,1. Democratic Presidential cand is 1st (defense spending),0,70,6. Conservative,"-1. INAP, R selected for VERSION NEW",7. A lot fewer,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",3. Moderately important,-8. Don't know,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.8333333,0,70,,1,1,,,,,,,,
183772.3,2. Republican Presidential cand is 1st (defense spending),0,85,6. Conservative,1. Govt should provide many fewer services,"-1. INAP, R selected for VERSION OLD",7. Govt should increase defense spending,5. Extremely important,1. Govt should decrease defense spending,7. Govt should increase defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.8333333,0,85,1,,1,1,0,0,0,0,0,0,0
175097.07,1. Democratic Presidential cand is 1st (defense spending),0,50,-7. Haven't thought much about it,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",3. Moderately important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,0,50,,4,4,,,,,,,,
208970.05,1. Democratic Presidential cand is 1st (defense spending),70,60,3. Slightly liberal,4,"-1. INAP, R selected for VERSION OLD",5,3. Somewhat important,4,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.3333333,70,60,4,,4,0,0,0,0,0,1,0,1
136399.5,1. Democratic Presidential cand is 1st (defense spending),100,40,3. Slightly liberal,"-1. INAP, R selected for VERSION NEW",2. Somewhat more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,1. A lot,4. Very important,3. Less,1. A lot,5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.3333333,100,40,,6,6,,,,,,,,
267948.33,2. Republican Presidential cand is 1st (defense spending),15,70,6. Conservative,"-1. INAP, R selected for VERSION NEW",3. Slightly more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",1. More,3. Somewhat,4. Very important,3. Less,3. Somewhat,5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.8333333,15,70,,5,5,,,,,,,,
250528.22,2. Republican Presidential cand is 1st (defense spending),100,30,4. Moderate; middle of the road,"-1. INAP, R selected for VERSION NEW",1. A lot more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,5. Slightly,4. Very important,-8. Don't know,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",1. More,3. Somewhat,0.5,0.5,100,30,,7,7,,,,,,,,
94917.743,2. Republican Presidential cand is 1st (defense spending),70,15,3. Slightly liberal,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,1. A lot,3. Moderately important,3. Less,3. Somewhat,1. More,1. A lot,,0.3333333,70,15,,4,4,,,,,,,,
215131.5,1. Democratic Presidential cand is 1st (defense spending),40,85,5. Slightly conservative,2,"-1. INAP, R selected for VERSION OLD",3,3. Somewhat important,2,4,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.6666667,40,85,2,,2,0,0,0,0,0,1,0,1
214560.11,2. Republican Presidential cand is 1st (defense spending),50,85,4. Moderate; middle of the road,"-1. INAP, R selected for VERSION NEW",1. A lot more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",1. More,3. Somewhat,5. Extremely important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",3. Less,3. Somewhat,0.5,0.5,50,85,,7,7,,,,,,,,
53713.25,2. Republican Presidential cand is 1st (defense spending),30,85,5. Slightly conservative,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",1. More,3. Somewhat,4. Very important,3. Less,1. A lot,5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.6666667,30,85,,4,4,,,,,,,,
104239.29,2. Republican Presidential cand is 1st (defense spending),85,15,4. Moderate; middle of the road,"-1. INAP, R selected for VERSION NEW",3. Slightly more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,3. Somewhat,3. Moderately important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",1. More,3. Somewhat,1,0.5,85,15,,5,5,,,,,,,,
259655.58,2. Republican Presidential cand is 1st (defense spending),85,50,2. Liberal,"-1. INAP, R selected for VERSION NEW",2. Somewhat more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",3. Moderately important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",1. More,3. Somewhat,0,0.1666667,85,50,,6,6,,,,,,,,
43055.274,1. Democratic Presidential cand is 1st (defense spending),80,78,3. Slightly liberal,3,"-1. INAP, R selected for VERSION OLD",3,4. Very important,3,1. Govt should decrease defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.3333333,80,78,3,,3,0,0,0,0,1,0,0,0
203906.71,1. Democratic Presidential cand is 1st (defense spending),40,85,5. Slightly conservative,3,"-1. INAP, R selected for VERSION OLD",6,5. Extremely important,2,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.6666667,40,85,3,,3,1,0,0,0,0,0,0,0
48839.383,1. Democratic Presidential cand is 1st (defense spending),70,40,5. Slightly conservative,"-1. INAP, R selected for VERSION NEW",2. Somewhat more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,3. Somewhat,3. Moderately important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",1. More,5. Slightly,0,0.6666667,70,40,,6,6,,,,,,,,
129367.26,1. Democratic Presidential cand is 1st (defense spending),40,40,4. Moderate; middle of the road,"-1. INAP, R selected for VERSION NEW",7. A lot fewer,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",-8. Don't know,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",4. Very important,3. Less,1. A lot,1. More,3. Somewhat,0.5,0.5,40,40,,1,1,,,,,,,,
123260.3,1. Democratic Presidential cand is 1st (defense spending),30,25,-7. Haven't thought much about it,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,3. Somewhat,2. Slightly important,-8. Don't know,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",-8. Don't know,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",,0.5,30,25,,4,4,,,,,,,,
154026.74,1. Democratic Presidential cand is 1st (defense spending),0,70,5. Slightly conservative,3,"-1. INAP, R selected for VERSION OLD",4,4. Very important,2,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.6666667,0,70,3,,3,0,0,0,0,0,1,0,1
69549.253,1. Democratic Presidential cand is 1st (defense spending),100,40,2. Liberal,5,"-1. INAP, R selected for VERSION OLD",5,4. Very important,6,7. Govt should increase defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.1666667,100,40,5,,5,0,1,0,0,0,1,0,0
69549.253,2. Republican Presidential cand is 1st (defense spending),60,50,7. Extremely conservative,6,"-1. INAP, R selected for VERSION OLD",5,4. Very important,4,7. Govt should increase defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,1,60,50,6,,6,0,0,0,0,0,1,0,1
170902.18,1. Democratic Presidential cand is 1st (defense spending),70,60,2. Liberal,6,"-1. INAP, R selected for VERSION OLD",4,3. Somewhat important,6,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.1666667,70,60,6,,6,0,1,0,0,0,1,0,0
212110.97,2. Republican Presidential cand is 1st (defense spending),30,85,5. Slightly conservative,-7. Haven't thought much about this,"-1. INAP, R selected for VERSION OLD",4,3. Somewhat important,5,4,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.6666667,30,85,4,,4,0,1,0,0,0,0,0,0
109403.86,2. Republican Presidential cand is 1st (defense spending),40,70,6. Conservative,"-1. INAP, R selected for VERSION NEW",6. Somewhat fewer,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",1. More,1. A lot,4. Very important,3. Less,3. Somewhat,5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.8333333,40,70,,2,2,,,,,,,,
256749.25,1. Democratic Presidential cand is 1st (defense spending),40,100,6. Conservative,"-1. INAP, R selected for VERSION NEW",7. A lot fewer,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",-8. Don't know,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",3. Moderately important,3. Less,-8. Don't know,-8. Don't know,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.8333333,40,100,,1,1,,,,,,,,
172638.64,1. Democratic Presidential cand is 1st (defense spending),60,60,4. Moderate; middle of the road,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",4. Very important,3. Less,3. Somewhat,1. More,3. Somewhat,0.5,0.5,60,60,,4,4,,,,,,,,
183772.3,2. Republican Presidential cand is 1st (defense spending),50,70,5. Slightly conservative,"-1. INAP, R selected for VERSION NEW",2. Somewhat more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",3. Moderately important,3. Less,1. A lot,5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.6666667,50,70,,6,6,,,,,,,,
154578.91,2. Republican Presidential cand is 1st (defense spending),75,50,2. Liberal,5,"-1. INAP, R selected for VERSION OLD",3,4. Very important,3,7. Govt should increase defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.1666667,75,50,5,,5,0,0,0,0,0,0,1,0
109403.86,2. Republican Presidential cand is 1st (defense spending),70,40,4. Moderate; middle of the road,"-1. INAP, R selected for VERSION NEW",1. A lot more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",1. More,1. A lot,4. Very important,1. More,5. Slightly,5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,70,40,,7,7,,,,,,,,
119695.95,1. Democratic Presidential cand is 1st (defense spending),85,30,2. Liberal,"-1. INAP, R selected for VERSION NEW",1. A lot more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,1. A lot,4. Very important,3. Less,1. A lot,1. More,3. Somewhat,0.5,0.1666667,85,30,,7,7,,,,,,,,
118292.85,2. Republican Presidential cand is 1st (defense spending),60,85,4. Moderate; middle of the road,"-1. INAP, R selected for VERSION NEW",5. Slightly fewer,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",4. Very important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.5,60,85,,3,3,,,,,,,,
65951.496,2. Republican Presidential cand is 1st (defense spending),50,60,4. Moderate; middle of the road,5,"-1. INAP, R selected for VERSION OLD",4,3. Somewhat important,5,4,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,50,60,5,,5,0,1,0,0,0,0,0,0
